1709804863734,0.997128,-0.0350756,-0.06712,-0.0280978,-0.994365,0.102218,-0.0703272,-0.100038,-0.992495,-0.19631,-0.0385996,1.78354
1709804864044,0.960239,-0.0443913,0.275627,-0.039558,-0.998951,-0.0230734,0.276362,0.0112527,-0.960988,-0.191426,-0.0393397,1.77722
1709804864163,0.997149,-0.0248079,-0.0712664,-0.0172315,-0.994321,0.105022,-0.073467,-0.103495,-0.991913,-0.188855,-0.03944,1.78371
1709804864364,0.939762,-0.0573989,0.336975,-0.0335499,-0.996529,-0.0761799,0.340178,0.0602855,-0.938427,-0.185305,-0.039875,1.76662
1709804864582,0.941715,-0.0517154,0.332414,-0.0548375,-0.998495,1.11721e-05,0.331913,-0.0182393,-0.943134,-0.187652,-0.0398629,1.77534
1709804864792,0.96724,-0.0405101,0.250612,-0.0398495,-0.999176,-0.00771193,0.250718,-0.0025275,-0.968057,-0.185658,-0.0395469,1.78419
1709804865007,0.996908,-0.0354141,-0.0701479,-0.0278889,-0.994029,0.10549,-0.0734649,-0.103208,-0.991943,-0.186328,-0.0386018,1.78332
1709804865221,0.996537,-0.0277468,0.0783905,-0.0171883,-0.991063,-0.132286,0.0813604,0.130481,-0.988107,-0.17882,-0.0382519,1.75568
1709804865436,0.96278,-0.0189859,0.269618,-0.0288662,-0.999047,0.0327281,0.268739,-0.0392928,-0.962411,-0.177314,-0.0371706,1.76155
1709804865651,0.993908,-0.0200816,0.108369,0.00191061,-0.979973,-0.19912,0.110197,0.198114,-0.973965,-0.169391,-0.0390801,1.74971
1709804865865,0.994127,-0.00289217,0.108177,0.00990628,-0.993013,-0.117586,0.107761,0.117967,-0.987153,-0.157356,-0.0371548,1.75428
1709804866080,0.994836,0.0403774,-0.0931141,0.0650597,-0.95787,0.279738,-0.0778961,-0.284351,-0.95555,-0.135352,-0.0358639,1.72375
1709804867156,0.043872,0.934676,0.352784,0.999024,-0.0392267,-0.0203098,-0.00514453,0.353331,-0.935484,0.451161,0.665484,1.90772
1709804868877,0.998361,-0.0109432,0.056181,-0.0234033,-0.973798,0.226206,0.0522336,-0.22715,-0.972458,-0.216143,-0.00557412,1.68104
1709804869091,0.999629,-0.00780048,0.026096,-0.0119061,-0.986869,0.161086,0.0244967,-0.161337,-0.986595,-0.207673,-0.00201607,1.70464
1709804869307,0.974265,0.0396917,0.221882,0.0188468,-0.995272,0.0952859,0.224615,-0.088652,-0.970407,-0.193728,-3.57681e-05,1.71049
1709804869522,0.996859,0.0273509,0.0743231,0.0233951,-0.998289,0.0535831,0.0756615,-0.051676,-0.995794,-0.200437,0.000300194,1.73525
1709804869738,0.982998,0.0139563,0.183084,0.0237306,-0.998401,-0.0513052,0.182075,0.0547776,-0.981758,-0.202292,0.000203193,1.72486
1709804869953,0.985109,0.00678466,0.171796,0.0434341,-0.976631,-0.210489,0.166353,0.214817,-0.962383,-0.194623,-0.00043969,1.72893
1709804870168,0.926382,-0.0635593,0.371184,0.144813,-0.849742,-0.506921,0.34763,0.523354,-0.777981,-0.179642,-0.00479782,1.61469
1709804870382,0.966634,-0.0015258,0.256158,0.050963,-0.978847,-0.198143,0.251042,0.204587,-0.946109,-0.191931,0.00278983,1.73159
1709804870599,0.94875,0.0435833,0.313007,0.0281902,-0.998168,0.0535388,0.314767,-0.0419713,-0.948241,-0.195606,0.00514964,1.7501
1709804870816,0.999583,0.0129108,0.0258372,0.0191707,-0.965651,-0.259136,0.0216041,0.259523,-0.965495,-0.198565,0.00451692,1.7226
1709804871030,0.609429,-0.351786,-0.710523,0.520142,-0.49896,0.693175,-0.598372,-0.792013,-0.121102,-0.0284681,-0.00143681,0.231055
1709804871250,0.999042,0.0277648,0.0338353,0.0297153,-0.997841,-0.0585763,0.0321359,0.0595256,-0.997709,-0.218773,-0.0012106,1.79575
1709804871460,0.997285,0.0504643,-0.0536338,0.0590145,-0.983303,0.17214,-0.0440513,-0.174838,-0.983611,-0.210778,0.000858435,1.77624
1709804871676,0.960528,0.0762016,0.267543,0.0729053,-0.997091,0.0222482,0.26846,-0.00186472,-0.963289,-0.202012,-0.000145035,1.79618
1709804871891,0.99768,0.0653403,0.0191232,0.0613519,-0.984633,0.163503,0.0295127,-0.16195,-0.986358,-0.208278,0.00124299,1.79074
1709804872108,0.581688,-0.365736,-0.726551,0.536049,-0.499453,0.680587,-0.611793,-0.785356,-0.0944731,-0.0199765,-0.000994465,0.159113
1709804872323,0.999524,0.0284183,-0.0120046,0.0303941,-0.973781,0.22545,-0.00528297,-0.225707,-0.974181,-0.215456,-0.000320341,1.75551
1709804872539,0.986283,0.0511299,0.156947,0.0340952,-0.993416,0.109373,0.161506,-0.102522,-0.981532,-0.222961,0.00067645,1.77709
1709804872753,0.998113,0.0550337,0.0272362,0.0500989,-0.986324,0.157022,0.0355052,-0.155361,-0.987219,-0.221229,0.00123963,1.77449
1709804872970,0.952005,0.0326627,0.304335,0.0286037,-0.999433,0.0177875,0.304744,-0.00822865,-0.952399,-0.21861,0.00250779,1.77663
1709804873184,0.443287,-0.524562,0.726864,0.478941,-0.546832,-0.686724,0.757702,0.652541,0.00883094,-0.00917907,-0.00106886,0.0764304
1709804873400,0.990023,-0.000785861,0.140902,0.0353308,-0.966654,-0.253637,0.136403,0.256085,-0.956982,-0.230857,0.00178567,1.75177
1709804873616,0.950696,0.00838733,0.310012,0.017764,-0.999466,-0.0274354,0.309616,0.0315897,-0.950337,-0.233731,0.00320684,1.77765
1709804873832,0.998048,0.0385725,0.0491071,0.028391,-0.980725,0.193321,0.0556174,-0.19155,-0.979906,-0.23698,0.00058485,1.78272
1709804874048,0.489002,-0.499984,0.714768,0.414554,-0.58776,-0.694754,0.767478,0.636046,-0.0801455,-0.0373861,-0.0019194,0.297892
