1709837726393,0.676228,-0.488555,-0.55139,-0.73624,-0.474412,-0.48258,-0.0258195,0.732289,-0.680504,-0.128643,-0.00261517,1.37905
1709837726613,0.788283,-0.522855,-0.324394,-0.608085,-0.581402,-0.540559,0.0940304,0.623373,-0.77625,-0.0558864,-0.0474134,1.27761
1709837726829,0.768085,-0.488374,-0.41417,-0.637317,-0.64588,-0.420316,-0.062233,0.586796,-0.80734,-0.0625782,-0.0604524,1.10134
1709837727045,0.683043,-0.595548,-0.422818,-0.72766,-0.604776,-0.323662,-0.0629542,0.528742,-0.846444,-0.0885036,-0.0031845,1.04254
1709837727261,0.68199,-0.684612,-0.257285,-0.730819,-0.624374,-0.275791,0.0281674,0.376115,-0.926145,-0.0816706,-0.015339,1.09219
1709837727477,0.712434,-0.655551,-0.250382,-0.701687,-0.669858,-0.242747,-0.00858736,0.34863,-0.937221,-0.0554754,-0.0362654,1.04331
1709837727693,0.644336,-0.738382,-0.199057,-0.743871,-0.665543,0.0608975,-0.177446,0.108834,-0.978094,-0.0141252,-0.0108583,1.04581
1709837727909,0.633448,-0.762352,-0.132522,-0.688086,-0.63331,0.354198,-0.353951,-0.13318,-0.925733,0.016893,-0.0123211,0.964969
1709837728125,0.646854,-0.730738,-0.218175,-0.56412,-0.651005,0.507899,-0.513174,-0.205459,-0.83333,0.0609132,-0.0394642,0.803432
1709837728341,0.697985,-0.688183,-0.198043,-0.551022,-0.69276,0.465251,-0.457374,-0.215612,-0.86274,0.0972332,-0.0525644,0.747476
1709837728557,0.727458,-0.649057,-0.222551,-0.461283,-0.702727,0.541657,-0.507959,-0.291374,-0.810604,0.130737,-0.0797318,0.701145
1709837728773,0.76307,-0.591754,-0.259907,-0.398056,-0.747106,0.532339,-0.509192,-0.302754,-0.805645,0.161221,-0.100987,0.659898
1709837728989,0.870509,-0.4853,-0.081844,-0.448877,-0.851096,0.272296,-0.201802,-0.200298,-0.958726,0.181366,-0.104007,0.598474
1709837729205,0.87641,-0.481564,0.000863395,-0.472478,-0.859525,0.194891,-0.0931102,-0.171212,-0.980825,0.186187,-0.0952799,0.570182
1709837729420,0.863448,-0.499192,-0.0725567,-0.431924,-0.805939,0.40485,-0.260574,-0.318228,-0.9115,0.201497,-0.107449,0.58897
1709837729637,0.784593,-0.181587,-0.592823,-0.330305,-0.931587,-0.1518,-0.524701,0.314914,-0.790897,0.171219,-0.128143,0.575353
